"Group","Exemplar.Row","Exemplar.Col","Jaccard"
"P31M",9,10,0.222
"P31M",10,10,1
"P31M",11,10,0.222
"P31M",12,10,0.158
"P31M",13,10,0.1
"P31M",14,10,0.158
"P31M",15,10,0.294
"P31M",16,10,0.294
"P31M",17,10,0.222
"P31M",18,10,0.048
"P31M",19,10,0.222
"P31M",20,10,0.294
"P31M",1,11,0.294
"P31M",2,11,0.222
"P31M",3,11,0.294
"P31M",4,11,0.158
"P31M",5,11,0.222
"P31M",6,11,0.158
"P31M",7,11,0.1
"P31M",8,11,0.158
"P31M",9,11,0.222
"P31M",10,11,0.222
"P31M",11,11,1
"P31M",12,11,0.1
"P31M",13,11,0.294
"P31M",14,11,0.222
"P31M",15,11,0.158
"P31M",16,11,0.048
"P31M",17,11,0.222
"P31M",18,11,0.222
"P31M",19,11,0.158
"P31M",20,11,0.158
"P31M",1,12,0.158
"P31M",2,12,0.048
"P31M",3,12,0.375
"P31M",4,12,0.222
"P31M",5,12,0.222
"P31M",6,12,0.158
"P31M",7,12,0.375
"P31M",8,12,0.1
"P31M",9,12,0.158
"P31M",10,12,0.158
"P31M",11,12,0.1
"P31M",12,12,1
"P31M",13,12,0.222
"P31M",14,12,0.294
"P31M",15,12,0.375
"P31M",16,12,0.158
"P31M",17,12,0.294
"P31M",18,12,0.048
"P31M",19,12,0.375
"P31M",20,12,0.294
"P31M",1,13,0.222
"P31M",2,13,0.158
"P31M",3,13,0.222
"P31M",4,13,0.158
"P31M",5,13,0.375
"P31M",6,13,0.222
"P31M",7,13,0.158
"P31M",8,13,0.158
"P31M",9,13,0.222
"P31M",10,13,0.1
"P31M",11,13,0.294
"P31M",12,13,0.222
"P31M",13,13,1
"P31M",14,13,0.158
"P31M",15,13,0.222
"P31M",16,13,0.222
"P31M",17,13,0.158
"P31M",18,13,0.294
"P31M",19,13,0.1
"P31M",20,13,0.222
"P31M",1,14,0.1
"P31M",2,14,0.158
"P31M",3,14,0.294
"P31M",4,14,0.158
"P31M",5,14,0.294
"P31M",6,14,0.158
"P31M",7,14,0.375
"P31M",8,14,0.158
"P31M",9,14,0.1
"P31M",10,14,0.158
"P31M",11,14,0.222
"P31M",12,14,0.294
"P31M",13,14,0.158
"P31M",14,14,1
"P31M",15,14,0.158
"P31M",16,14,0.222
"P31M",17,14,0.222
"P31M",18,14,0.158
"P31M",19,14,0.222
"P31M",20,14,0.375
"P31M",1,15,0.294
"P31M",2,15,0.158
"P31M",3,15,0.375
"P31M",4,15,0.222
"P31M",5,15,0.294
"P31M",6,15,0.294
"P31M",7,15,0.294
"P31M",8,15,0.048
"P31M",9,15,0.158
"P31M",10,15,0.294
"P31M",11,15,0.158
"P31M",12,15,0.375
"P31M",13,15,0.222
"P31M",14,15,0.158
"P31M",15,15,1
"P31M",16,15,0.222
"P31M",17,15,0.294
"P31M",18,15,0.158
"P31M",19,15,0.294
"P31M",20,15,0.222
"P31M",1,16,0.222
"P31M",2,16,0.158
"P31M",3,16,0.222
"P31M",4,16,0.158
"P31M",5,16,0.222
"P31M",6,16,0.222
"P31M",7,16,0.294
"P31M",8,16,0.222
"P31M",9,16,0.1
"P31M",10,16,0.294
"P31M",11,16,0.048
"P31M",12,16,0.158
"P31M",13,16,0.222
"P31M",14,16,0.222
"P31M",15,16,0.222
"P31M",16,16,1
"P31M",17,16,0.294
"P31M",18,16,0.1
"P31M",19,16,0.158
"P31M",20,16,0.294
"P31M",1,17,0.375
"P31M",2,17,0.048
"P31M",3,17,0.375
"P31M",4,17,0.222
"P31M",5,17,0.1
"P31M",6,17,0.158
"P31M",7,17,0.222
"P31M",8,17,0.222
"P31M",9,17,0.158
"P31M",10,17,0.222
"P31M",11,17,0.222
"P31M",12,17,0.294
"P31M",13,17,0.158
"P31M",14,17,0.222
"P31M",15,17,0.294
"P31M",16,17,0.294
"P31M",17,17,1
"P31M",18,17,0.158
"P31M",19,17,0.158
"P31M",20,17,0.375
"P31M",1,18,0.158
"P31M",2,18,0.158
"P31M",3,18,0.158
"P31M",4,18,0.158
"P31M",5,18,0.294
"P31M",6,18,0.158
"P31M",7,18,0.1
"P31M",8,18,0.158
"P31M",9,18,0.294
"P31M",10,18,0.048
"P31M",11,18,0.222
"P31M",12,18,0.048
"P31M",13,18,0.294
"P31M",14,18,0.158
"P31M",15,18,0.158
"P31M",16,18,0.1
"P31M",17,18,0.158
"P31M",18,18,1
"P31M",19,18,0
"P31M",20,18,0.1
"P31M",1,19,0.158
"P31M",2,19,0.222
"P31M",3,19,0.294
"P31M",4,19,0.048
"P31M",5,19,0.1
"P31M",6,19,0.1
"P31M",7,19,0.571
"P31M",8,19,0.158
"P31M",9,19,0.158
"P31M",10,19,0.222
"P31M",11,19,0.158
"P31M",12,19,0.375
"P31M",13,19,0.1
"P31M",14,19,0.222
"P31M",15,19,0.294
"P31M",16,19,0.158
"P31M",17,19,0.158
"P31M",18,19,0
"P31M",19,19,1
"P31M",20,19,0.375
"P31M",1,20,0.158
"P31M",2,20,0.1
"P31M",3,20,0.294
"P31M",4,20,0.158
"P31M",5,20,0.1
"P31M",6,20,0.1
"P31M",7,20,0.294
"P31M",8,20,0.158
"P31M",9,20,0.1
"P31M",10,20,0.294
"P31M",11,20,0.158
"P31M",12,20,0.294
"P31M",13,20,0.222
"P31M",14,20,0.375
"P31M",15,20,0.222
"P31M",16,20,0.294
"P31M",17,20,0.375
"P31M",18,20,0.1
"P31M",19,20,0.375
"P31M",20,20,1
"P6",1,1,1
"P6",2,1,0.222
"P6",3,1,0.048
"P6",4,1,0.048
"P6",5,1,0.211
"P6",6,1,0
"P6",7,1,0.048
"P6",8,1,0
"P6",9,1,0
"P6",10,1,0.048
"P6",11,1,0.1
"P6",12,1,0.1
"P6",13,1,0.048
"P6",14,1,0.158
"P6",15,1,0.235
"P6",16,1,0.1
"P6",17,1,0.222
"P6",18,1,0.222
"P6",19,1,0.158
"P6",20,1,0.158
"P6",1,2,0.222
"P6",2,2,1
"P6",3,2,0.158
"P6",4,2,0.1
"P6",5,2,0.15
"P6",6,2,0.048
"P6",7,2,0.048
"P6",8,2,0
"P6",9,2,0.1
"P6",10,2,0.1
"P6",11,2,0.375
"P6",12,2,0.222
"P6",13,2,0.1
"P6",14,2,0.158
"P6",15,2,0.105
"P6",16,2,0.294
"P6",17,2,0.158
"P6",18,2,0.1
"P6",19,2,0.158
"P6",20,2,0.1
"P6",1,3,0.048
"P6",2,3,0.158
"P6",3,3,1
"P6",4,3,0.222
"P6",5,3,0.095
"P6",6,3,0.222
"P6",7,3,0.158
"P6",8,3,0.048
"P6",9,3,0.1
"P6",10,3,0.222
"P6",11,3,0.1
"P6",12,3,0.158
"P6",13,3,0.158
"P6",14,3,0.294
"P6",15,3,0.05
"P6",16,3,0.158
"P6",17,3,0.222
"P6",18,3,0.048
"P6",19,3,0.158
"P6",20,3,0.1
"P6",1,4,0.048
"P6",2,4,0.1
"P6",3,4,0.222
"P6",4,4,1
"P6",5,4,0.095
"P6",6,4,0.048
"P6",7,4,0.158
"P6",8,4,0
"P6",9,4,0.048
"P6",10,4,0.294
"P6",11,4,0.158
"P6",12,4,0.294
"P6",13,4,0.048
"P6",14,4,0.1
"P6",15,4,0.167
"P6",16,4,0.158
"P6",17,4,0.1
"P6",18,4,0.1
"P6",19,4,0.1
"P6",20,4,0.1
"P6",1,5,0.211
"P6",2,5,0.15
"P6",3,5,0.095
"P6",4,5,0.095
"P6",5,5,1
"P6",6,5,0.095
"P6",7,5,0.15
"P6",8,5,0.095
"P6",9,5,0.15
"P6",10,5,0.045
"P6",11,5,0.15
"P6",12,5,0.15
"P6",13,5,0.278
"P6",14,5,0.045
"P6",15,5,0.048
"P6",16,5,0.045
"P6",17,5,0.095
"P6",18,5,0
"P6",19,5,0.211
"P6",20,5,0.211
"P6",1,6,0
"P6",2,6,0.048
"P6",3,6,0.222
"P6",4,6,0.048
"P6",5,6,0.095
"P6",6,6,1
"P6",7,6,0.158
"P6",8,6,0.222
"P6",9,6,0.222
"P6",10,6,0.1
"P6",11,6,0.048
"P6",12,6,0.048
"P6",13,6,0.375
"P6",14,6,0.158
"P6",15,6,0.05
"P6",16,6,0.158
"P6",17,6,0.048
"P6",18,6,0.1
"P6",19,6,0.375
"P6",20,6,0.048
"P6",1,7,0.048
"P6",2,7,0.048
"P6",3,7,0.158
"P6",4,7,0.158
"P6",5,7,0.15
"P6",6,7,0.158
"P6",7,7,1
"P6",8,7,0.158
"P6",9,7,0.294
"P6",10,7,0.1
"P6",11,7,0.1
"P6",12,7,0.158
"P6",13,7,0.158
"P6",14,7,0
"P6",15,7,0.105
"P6",16,7,0.222
"P6",17,7,0.048
"P6",18,7,0.048
"P6",19,7,0.1
"P6",20,7,0.048
"P6",1,8,0
"P6",2,8,0
"P6",3,8,0.048
"P6",4,8,0
"P6",5,8,0.095
"P6",6,8,0.222
"P6",7,8,0.158
"P6",8,8,1
"P6",9,8,0.294
"P6",10,8,0.048
"P6",11,8,0.1
"P6",12,8,0
"P6",13,8,0.1
"P6",14,8,0.048
"P6",15,8,0.05
"P6",16,8,0.048
"P6",17,8,0
"P6",18,8,0.048
"P6",19,8,0.048
"P6",20,8,0.375
"P6",1,9,0
"P6",2,9,0.1
"P6",3,9,0.1
"P6",4,9,0.048
"P6",5,9,0.15
"P6",6,9,0.222
"P6",7,9,0.294
"P6",8,9,0.294
"P6",9,9,1
"P6",10,9,0.1
"P6",11,9,0.158
"P6",12,9,0.222
"P6",13,9,0.158
"P6",14,9,0
"P6",15,9,0.105
"P6",16,9,0.158
"P6",17,9,0
"P6",18,9,0.048
"P6",19,9,0.048
"P6",20,9,0.1
"P6",1,10,0.048
"P6",2,10,0.1
"P6",3,10,0.222
"P6",4,10,0.294
"P6",5,10,0.045
"P6",6,10,0.1
"P6",7,10,0.1
"P6",8,10,0.048
"P6",9,10,0.1
"P6",10,10,1
"P6",11,10,0.048
"P6",12,10,0.1
"P6",13,10,0.158
"P6",14,10,0.1
"P6",15,10,0.4
"P6",16,10,0.222
"P6",17,10,0.1
"P6",18,10,0.158
"P6",19,10,0.048
"P6",20,10,0
"P6",1,11,0.1
"P6",2,11,0.375
"P6",3,11,0.1
"P6",4,11,0.158
"P6",5,11,0.15
"P6",6,11,0.048
"P6",7,11,0.1
"P6",8,11,0.1
"P6",9,11,0.158
"P6",10,11,0.048
"P6",11,11,1
"P6",12,11,0.158
"P6",13,11,0
"P6",14,11,0.048
"P6",15,11,0.105
"P6",16,11,0.1
"P6",17,11,0.1
"P6",18,11,0
"P6",19,11,0.048
"P6",20,11,0.1
"P6",1,12,0.1
"P6",2,12,0.222
"P6",3,12,0.158
"P6",4,12,0.294
"P6",5,12,0.15
"P6",6,12,0.048
"P6",7,12,0.158
"P6",8,12,0
"P6",9,12,0.222
"P6",10,12,0.1
"P6",11,12,0.158
"P6",12,12,1
"P6",13,12,0.1
"P6",14,12,0.222
"P6",15,12,0.05
"P6",16,12,0.222
"P6",17,12,0.158
"P6",18,12,0.1
"P6",19,12,0.1
"P6",20,12,0.158
"P6",1,13,0.048
"P6",2,13,0.1
"P6",3,13,0.158
"P6",4,13,0.048
"P6",5,13,0.278
"P6",6,13,0.375
"P6",7,13,0.158
"P6",8,13,0.1
"P6",9,13,0.158
"P6",10,13,0.158
"P6",11,13,0
"P6",12,13,0.1
"P6",13,13,1
"P6",14,13,0.158
"P6",15,13,0.05
"P6",16,13,0.158
"P6",17,13,0.158
"P6",18,13,0.158
"P6",19,13,0.467
"P6",20,13,0
"P6",1,14,0.158
"P6",2,14,0.158
"P6",3,14,0.294
"P6",4,14,0.1
"P6",5,14,0.045
"P6",6,14,0.158
"P6",7,14,0
"P6",8,14,0.048
"P6",9,14,0
"P6",10,14,0.1
"P6",11,14,0.048
"P6",12,14,0.222
"P6",13,14,0.158
"P6",14,14,1
"P6",15,14,0
"P6",16,14,0.158
"P6",17,14,0.467
"P6",18,14,0.222
"P6",19,14,0.158
"P6",20,14,0.158
"P6",1,15,0.235
"P6",2,15,0.105
"P6",3,15,0.05
"P6",4,15,0.167
"P6",5,15,0.048
"P6",6,15,0.05
"P6",7,15,0.105
"P6",8,15,0.05
"P6",9,15,0.105
"P6",10,15,0.4
"P6",11,15,0.105
"P6",12,15,0.05
"P6",13,15,0.05
"P6",14,15,0
"P6",15,15,1
"P6",16,15,0.167
"P6",17,15,0
"P6",18,15,0.167
"P6",19,15,0.05
"P6",20,15,0.05
"P6",1,16,0.1
"P6",2,16,0.294
"P6",3,16,0.158
"P6",4,16,0.158
"P6",5,16,0.045
"P6",6,16,0.158
"P6",7,16,0.222
"P6",8,16,0.048
"P6",9,16,0.158
"P6",10,16,0.222
"P6",11,16,0.1
"P6",12,16,0.222
"P6",13,16,0.158
"P6",14,16,0.158
"P6",15,16,0.167
"P6",16,16,1
"P6",17,16,0.158
"P6",18,16,0.158
"P6",19,16,0.1
"P6",20,16,0
"P6",1,17,0.222
"P6",2,17,0.158
"P6",3,17,0.222
"P6",4,17,0.1
"P6",5,17,0.095
"P6",6,17,0.048
"P6",7,17,0.048
"P6",8,17,0
"P6",9,17,0
"P6",10,17,0.1
"P6",11,17,0.1
"P6",12,17,0.158
"P6",13,17,0.158
"P6",14,17,0.467
"P6",15,17,0
"P6",16,17,0.158
"P6",17,17,1
"P6",18,17,0.294
"P6",19,17,0.222
"P6",20,17,0.1
"P6",1,18,0.222
"P6",2,18,0.1
"P6",3,18,0.048
"P6",4,18,0.1
"P6",5,18,0
"P6",6,18,0.1
"P6",7,18,0.048
"P6",8,18,0.048
"P6",9,18,0.048
"P6",10,18,0.158
"P6",11,18,0
"P6",12,18,0.1
"P6",13,18,0.158
"P6",14,18,0.222
"P6",15,18,0.167
"P6",16,18,0.158
"P6",17,18,0.294
"P6",18,18,1
"P6",19,18,0.222
"P6",20,18,0.048
"P6",1,19,0.158
"P6",2,19,0.158
"P6",3,19,0.158
"P6",4,19,0.1
"P6",5,19,0.211
"P6",6,19,0.375
"P6",7,19,0.1
"P6",8,19,0.048
"P6",9,19,0.048
"P6",10,19,0.048
"P6",11,19,0.048
"P6",12,19,0.1
"P6",13,19,0.467
"P6",14,19,0.158
"P6",15,19,0.05
"P6",16,19,0.1
"P6",17,19,0.222
"P6",18,19,0.222
"P6",19,19,1
"P6",20,19,0.048
"P6",1,20,0.158
"P6",2,20,0.1
"P6",3,20,0.1
"P6",4,20,0.1
"P6",5,20,0.211
"P6",6,20,0.048
"P6",7,20,0.048
"P6",8,20,0.375
"P6",9,20,0.1
"P6",10,20,0
"P6",11,20,0.1
"P6",12,20,0.158
"P6",13,20,0
"P6",14,20,0.158
"P6",15,20,0.05
"P6",16,20,0
"P6",17,20,0.1
"P6",18,20,0.048
"P6",19,20,0.048
"P6",20,20,1
"P6M",1,1,1
"P6M",2,1,0.158
"P6M",3,1,0.294
"P6M",4,1,0.158
"P6M",5,1,0.1
"P6M",6,1,0.222
"P6M",7,1,0.1
"P6M",8,1,0.048
"P6M",9,1,0.294
"P6M",10,1,0.1
"P6M",11,1,0.467
"P6M",12,1,0.222
"P6M",13,1,0.158
"P6M",14,1,0.1
"P6M",15,1,0.294
"P6M",16,1,0.1
"P6M",17,1,0.1
"P6M",18,1,0.1
"P6M",19,1,0.158
"P6M",20,1,0.222
"P6M",1,2,0.158
"P6M",2,2,1
"P6M",3,2,0.048
"P6M",4,2,0.158
"P6M",5,2,0.294
"P6M",6,2,0.294
"P6M",7,2,0.048
"P6M",8,2,0.467
"P6M",9,2,0.375
"P6M",10,2,0.375
"P6M",11,2,0.1
"P6M",12,2,0.048
"P6M",13,2,0.158
"P6M",14,2,0.222
"P6M",15,2,0.1
"P6M",16,2,0.158
"P6M",17,2,0.222
"P6M",18,2,0.048
"P6M",19,2,0.375
"P6M",20,2,0.375
"P6M",1,3,0.294
"P6M",2,3,0.048
"P6M",3,3,1
"P6M",4,3,0.1
"P6M",5,3,0.1
"P6M",6,3,0.1
"P6M",7,3,0.294
"P6M",8,3,0.048
"P6M",9,3,0.158
"P6M",10,3,0.048
"P6M",11,3,0.294
"P6M",12,3,0.1
"P6M",13,3,0.222
"P6M",14,3,0
"P6M",15,3,0.375
"P6M",16,3,0.1
"P6M",17,3,0.1
"P6M",18,3,0.467
"P6M",19,3,0.1
"P6M",20,3,0.1
"P6M",1,4,0.158
"P6M",2,4,0.158
"P6M",3,4,0.1
"P6M",4,4,1
"P6M",5,4,0.222
"P6M",6,4,0.1
"P6M",7,4,0.1
"P6M",8,4,0.1
"P6M",9,4,0.222
"P6M",10,4,0.1
"P6M",11,4,0.294
"P6M",12,4,0.1
"P6M",13,4,0.158
"P6M",14,4,0.158
"P6M",15,4,0.1
"P6M",16,4,0.222
"P6M",17,4,0.1
"P6M",18,4,0.294
"P6M",19,4,0.1
"P6M",20,4,0.222
"P6M",1,5,0.1
"P6M",2,5,0.294
"P6M",3,5,0.1
"P6M",4,5,0.222
"P6M",5,5,1
"P6M",6,5,0.1
"P6M",7,5,0.222
"P6M",8,5,0.1
"P6M",9,5,0.1
"P6M",10,5,0.158
"P6M",11,5,0.158
"P6M",12,5,0.1
"P6M",13,5,0.158
"P6M",14,5,0.158
"P6M",15,5,0.158
"P6M",16,5,0.158
"P6M",17,5,0.294
"P6M",18,5,0.158
"P6M",19,5,0.222
"P6M",20,5,0.294
"P6M",1,6,0.222
"P6M",2,6,0.294
"P6M",3,6,0.1
"P6M",4,6,0.1
"P6M",5,6,0.1
"P6M",6,6,1
"P6M",7,6,0.1
"P6M",8,6,0.222
"P6M",9,6,0.222
"P6M",10,6,0.375
"P6M",11,6,0.222
"P6M",12,6,0.1
"P6M",13,6,0.294
"P6M",14,6,0.294
"P6M",15,6,0.158
"P6M",16,6,0.1
"P6M",17,6,0.375
"P6M",18,6,0
"P6M",19,6,0.294
"P6M",20,6,0.158
"P6M",1,7,0.1
"P6M",2,7,0.048
"P6M",3,7,0.294
"P6M",4,7,0.1
"P6M",5,7,0.222
"P6M",6,7,0.1
"P6M",7,7,1
"P6M",8,7,0.1
"P6M",9,7,0
"P6M",10,7,0.048
"P6M",11,7,0.1
"P6M",12,7,0.048
"P6M",13,7,0.222
"P6M",14,7,0.158
"P6M",15,7,0.222
"P6M",16,7,0.158
"P6M",17,7,0.222
"P6M",18,7,0.222
"P6M",19,7,0.1
"P6M",20,7,0.158
"P6M",1,8,0.048
"P6M",2,8,0.467
"P6M",3,8,0.048
"P6M",4,8,0.1
"P6M",5,8,0.1
"P6M",6,8,0.222
"P6M",7,8,0.1
"P6M",8,8,1
"P6M",9,8,0.222
"P6M",10,8,0.467
"P6M",11,8,0.048
"P6M",12,8,0.048
"P6M",13,8,0.222
"P6M",14,8,0.375
"P6M",15,8,0.1
"P6M",16,8,0.375
"P6M",17,8,0.1
"P6M",18,8,0.048
"P6M",19,8,0.294
"P6M",20,8,0.294
"P6M",1,9,0.294
"P6M",2,9,0.375
"P6M",3,9,0.158
"P6M",4,9,0.222
"P6M",5,9,0.1
"P6M",6,9,0.222
"P6M",7,9,0
"P6M",8,9,0.222
"P6M",9,9,1
"P6M",10,9,0.222
"P6M",11,9,0.158
"P6M",12,9,0.048
"P6M",13,9,0.158
"P6M",14,9,0.222
"P6M",15,9,0.1
"P6M",16,9,0.222
"P6M",17,9,0.1
"P6M",18,9,0.158
"P6M",19,9,0.294
"P6M",20,9,0.222
"P6M",1,10,0.1
"P6M",2,10,0.375
"P6M",3,10,0.048
"P6M",4,10,0.1
"P6M",5,10,0.158
"P6M",6,10,0.375
"P6M",7,10,0.048
"P6M",8,10,0.467
"P6M",9,10,0.222
"P6M",10,10,1
"P6M",11,10,0.1
"P6M",12,10,0.048
"P6M",13,10,0.294
"P6M",14,10,0.375
"P6M",15,10,0.158
"P6M",16,10,0.294
"P6M",17,10,0.158
"P6M",18,10,0.048
"P6M",19,10,0.375
"P6M",20,10,0.375
"P6M",1,11,0.467
"P6M",2,11,0.1
"P6M",3,11,0.294
"P6M",4,11,0.294
"P6M",5,11,0.158
"P6M",6,11,0.222
"P6M",7,11,0.1
"P6M",8,11,0.048
"P6M",9,11,0.158
"P6M",10,11,0.1
"P6M",11,11,1
"P6M",12,11,0.222
"P6M",13,11,0.158
"P6M",14,11,0.048
"P6M",15,11,0.294
"P6M",16,11,0.048
"P6M",17,11,0.158
"P6M",18,11,0.1
"P6M",19,11,0.158
"P6M",20,11,0.1
"P6M",1,12,0.222
"P6M",2,12,0.048
"P6M",3,12,0.1
"P6M",4,12,0.1
"P6M",5,12,0.1
"P6M",6,12,0.1
"P6M",7,12,0.048
"P6M",8,12,0.048
"P6M",9,12,0.048
"P6M",10,12,0.048
"P6M",11,12,0.222
"P6M",12,12,1
"P6M",13,12,0.048
"P6M",14,12,0
"P6M",15,12,0.375
"P6M",16,12,0.048
"P6M",17,12,0.048
"P6M",18,12,0.222
"P6M",19,12,0.222
"P6M",20,12,0
"P6M",1,13,0.158
"P6M",2,13,0.158
"P6M",3,13,0.222
"P6M",4,13,0.158
"P6M",5,13,0.158
"P6M",6,13,0.294
"P6M",7,13,0.222
"P6M",8,13,0.222
"P6M",9,13,0.158
"P6M",10,13,0.294
"P6M",11,13,0.158
"P6M",12,13,0.048
"P6M",13,13,1
"P6M",14,13,0.222
"P6M",15,13,0.222
"P6M",16,13,0.467
"P6M",17,13,0.158
"P6M",18,13,0.1
"P6M",19,13,0.158
"P6M",20,13,0.294
"P6M",1,14,0.1
"P6M",2,14,0.222
"P6M",3,14,0
"P6M",4,14,0.158
"P6M",5,14,0.158
"P6M",6,14,0.294
"P6M",7,14,0.158
"P6M",8,14,0.375
"P6M",9,14,0.222
"P6M",10,14,0.375
"P6M",11,14,0.048
"P6M",12,14,0
"P6M",13,14,0.222
"P6M",14,14,1
"P6M",15,14,0
"P6M",16,14,0.294
"P6M",17,14,0.158
"P6M",18,14,0.048
"P6M",19,14,0.222
"P6M",20,14,0.294
"P6M",1,15,0.294
"P6M",2,15,0.1
"P6M",3,15,0.375
"P6M",4,15,0.1
"P6M",5,15,0.158
"P6M",6,15,0.158
"P6M",7,15,0.222
"P6M",8,15,0.1
"P6M",9,15,0.1
"P6M",10,15,0.158
"P6M",11,15,0.294
"P6M",12,15,0.375
"P6M",13,15,0.222
"P6M",14,15,0
"P6M",15,15,1
"P6M",16,15,0.1
"P6M",17,15,0.1
"P6M",18,15,0.375
"P6M",19,15,0.222
"P6M",20,15,0.158
"P6M",1,16,0.1
"P6M",2,16,0.158
"P6M",3,16,0.1
"P6M",4,16,0.222
"P6M",5,16,0.158
"P6M",6,16,0.1
"P6M",7,16,0.158
"P6M",8,16,0.375
"P6M",9,16,0.222
"P6M",10,16,0.294
"P6M",11,16,0.048
"P6M",12,16,0.048
"P6M",13,16,0.467
"P6M",14,16,0.294
"P6M",15,16,0.1
"P6M",16,16,1
"P6M",17,16,0.048
"P6M",18,16,0.158
"P6M",19,16,0.158
"P6M",20,16,0.294
"P6M",1,17,0.1
"P6M",2,17,0.222
"P6M",3,17,0.1
"P6M",4,17,0.1
"P6M",5,17,0.294
"P6M",6,17,0.375
"P6M",7,17,0.222
"P6M",8,17,0.1
"P6M",9,17,0.1
"P6M",10,17,0.158
"P6M",11,17,0.158
"P6M",12,17,0.048
"P6M",13,17,0.158
"P6M",14,17,0.158
"P6M",15,17,0.1
"P6M",16,17,0.048
"P6M",17,17,1
"P6M",18,17,0
"P6M",19,17,0.158
"P6M",20,17,0.158
"P6M",1,18,0.1
"P6M",2,18,0.048
"P6M",3,18,0.467
"P6M",4,18,0.294
"P6M",5,18,0.158
"P6M",6,18,0
"P6M",7,18,0.222
"P6M",8,18,0.048
"P6M",9,18,0.158
"P6M",10,18,0.048
"P6M",11,18,0.1
"P6M",12,18,0.222
"P6M",13,18,0.1
"P6M",14,18,0.048
"P6M",15,18,0.375
"P6M",16,18,0.158
"P6M",17,18,0
"P6M",18,18,1
"P6M",19,18,0.158
"P6M",20,18,0.1
"P6M",1,19,0.158
"P6M",2,19,0.375
"P6M",3,19,0.1
"P6M",4,19,0.1
"P6M",5,19,0.222
"P6M",6,19,0.294
"P6M",7,19,0.1
"P6M",8,19,0.294
"P6M",9,19,0.294
"P6M",10,19,0.375
"P6M",11,19,0.158
"P6M",12,19,0.222
"P6M",13,19,0.158
"P6M",14,19,0.222
"P6M",15,19,0.222
"P6M",16,19,0.158
"P6M",17,19,0.158
"P6M",18,19,0.158
"P6M",19,19,1
"P6M",20,19,0.222
"P6M",1,20,0.222
"P6M",2,20,0.375
"P6M",3,20,0.1
"P6M",4,20,0.222
"P6M",5,20,0.294
"P6M",6,20,0.158
"P6M",7,20,0.158
"P6M",8,20,0.294
"P6M",9,20,0.222
"P6M",10,20,0.375
"P6M",11,20,0.1
"P6M",12,20,0
"P6M",13,20,0.294
"P6M",14,20,0.294
"P6M",15,20,0.158
"P6M",16,20,0.294
"P6M",17,20,0.158
"P6M",18,20,0.1
"P6M",19,20,0.222
"P6M",20,20,1
